Id;Unit;DrugDescription;Factory;Composition;NarcoticCategory;Category;Issued;ValidUntil
65660;1;Opdivo 40mg/4ml, Konzentrat zur Herstellung einer Infusionslösung;Bristol-Myers Squibb SA;Synthetika human;A;A;30.11.15;30.11.15;29.11.20
65660;2;Opdivo 100mg/10ml, Konzentrat zur Herstellung einer Infusionslösung;Bristol-Myers Squibb SA;Synthetika human;A;A;30.11.15;30.11.15;29.11.20
65673;1;Entresto 50 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65673;2;Entresto 100 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65673;3;Entresto 200 mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65675;1;Pneumovax-23, Injektionslösung in einer Fertigspritze;Sanofi Pasteur MSD AG;Impfstoffe;B;B;26.02.16;26.02.16;25.02.21
65677;1;Glatiramer-Mepha, Fertigspritzen;Mepha Pharma AG;Synthetika human;B;B;16.02.15;16.02.15;15.02.20
65678;1;Pregabalin Pfizer 25 mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;2;Pregabalin Pfizer 50 mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;3;Pregabalin Pfizer 75 mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;4;Pregabalin Pfizer 150mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;5;Pregabalin Pfizer 300mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;6;Pregabalin Pfizer 100 mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65678;7;Pregabalin Pfizer 200 mg, Kapseln;Pfizer AG;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65679;1;Flucloxacillin Labatec 500mg, Poudre pour solution injectable/pour perfusion;Labatec Pharma SA;Synthetika human;B;B;13.01.16;13.01.16;12.01.21
65679;2;Flucloxacillin Labatec 1g, Poudre pour solution injectable/pour perfusion;Labatec Pharma SA;Synthetika human;B;B;13.01.16;13.01.16;12.01.21
65681;1;Sera med Professional Eimerol ad us.vet., Lösung;Alfauna AG;Tierarzneimittel;D;D;02.04.15;02.04.15;01.04.20
65682;1;Sera med Professional Flagamol ad us.vet., Lösung;Alfauna AG;Tierarzneimittel;D;D;02.04.15;02.04.15;01.04.20
65683;1;Sera med Professional Flagellol ad us.vet., Lösung;Alfauna AG;Tierarzneimittel;D;D;02.04.15;02.04.15;01.04.20
65685;1;Sporimune ad us.vet., orale Lösung;Dr. E. Gräub AG;Tierarzneimittel;B;B;25.06.15;25.06.15;24.06.20
65686;1;Lercanidipin Zentiva 10 mg, Filmtabletten;Helvepharm AG;Synthetika human;B;B;09.02.16;09.02.16;08.02.21
65686;2;Lercanidipin Zentiva 20 mg, Filmtabletten;Helvepharm AG;Synthetika human;B;B;09.02.16;09.02.16;08.02.21
65687;1;Eletriptan Pfizer 40 mg, Filmtabletten;Pfizer AG;Synthetika human;B;B;10.04.15;10.04.15;09.04.20
65687;2;Eletriptan Pfizer 80 mg, Filmtabletten;Pfizer AG;Synthetika human;B;B;10.04.15;10.04.15;09.04.20
65688;1;Fluorouracil Labatec 250 mg/5 ml, Solution pour injection/perfusion;Labatec Pharma SA;Synthetika human;A;A;31.03.16;31.03.16;30.03.21
65688;2;Fluorouracil Labatec 500 mg/10 ml, Solution pour injection/perfusion;Labatec Pharma SA;Synthetika human;A;A;31.03.16;31.03.16;30.03.21
65688;3;Fluorouracil Labatec 1000 mg/20 ml, Solution pour injection/perfusion;Labatec Pharma SA;Synthetika human;A;A;31.03.16;31.03.16;30.03.21
65688;4;Fluorouracil Labatec 5000 mg/100 ml, Solution pour injection/perfusion;Labatec Pharma SA;Synthetika human;A;A;31.03.16;31.03.16;30.03.21
65690;1;Kyprolis 60mg, Pulver zur Herstellung einer Infusionslösung;Amgen Switzerland AG;Synthetika human;A;A;23.11.15;23.11.15;22.11.20
65691;1;Biotin Merz 5 mg, Tabletten;Merz Pharma (Schweiz) AG;Synthetika human;D;D;03.02.15;03.02.15;02.02.20
65693;1;Ameluz 78 mg/g, Gel;Louis Widmer AG;Synthetika human;B;B;26.11.15;26.11.15;25.11.20
65694;1;Gliclazid Actavis MR 30 mg, Retardtabletten;Actavis Switzerland AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65694;2;Gliclazid Actavis MR 60 mg, Retardtabletten;Actavis Switzerland AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65696;1;Anastrozol Labatec 1mg, comprimés pelliculés;Labatec Pharma SA;Synthetika human;B;B;11.06.15;11.06.15;10.06.20
65697;1;Nailcure Sandoz 50 mg/ml, Nagellack;Sandoz Pharmaceuticals AG;Synthetika human;C;C;08.03.16;08.03.16;07.03.21
65706;1;Fluoxetin Axapharm 20 mg, Kapseln;Axapharm AG;Synthetika human;B;B;03.03.16;03.03.16;02.03.21
65707;1;Arnuity Ellipta 90 mcg, Einzeldosiertes Pulver zur Inhalation;GlaxoSmithKline AG;Synthetika human;B;B;28.01.16;28.01.16;27.01.21
65707;2;Arnuity Ellipta 182 mcg, Einzeldosiertes Pulver zur Inhalation;GlaxoSmithKline AG;Synthetika human;B;B;28.01.16;28.01.16;27.01.21
65721;1;Valganciclovir Zentiva 450 mg, Filmtabletten;Helvepharm AG;Synthetika human;A;A;10.02.16;10.02.16;09.02.21
65722;1;Amavita Pulmosan, Salbe;Amavita Health Care AG;Phytotherapeutika;D;D;10.04.15;10.04.15;09.04.20
65724;1;Ringerlactat ohne/sans K B. Braun, Infusionslösung;B. Braun Medical AG;Synthetika human;B;B;24.09.15;24.09.15;23.09.20
65725;1;Inflacam 330mg ad us. vet., Granulat;Virbac (Switzerland) AG;Tierarzneimittel;B;B;15.01.16;15.01.16;14.01.21
65735;1;Stabox 10% ad us. vet., Arzneimittelvormischung;Virbac (Switzerland) AG;Tierarzneimittel;A;A;26.01.16;26.01.16;25.01.21
65736;1;Cinacalcet-Mepha 30mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;11.03.16;11.03.16;10.03.21
65736;2;Cinacalcet-Mepha 60mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;11.03.16;11.03.16;10.03.21
65736;3;Cinacalcet-Mepha 90mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;11.03.16;11.03.16;10.03.21
65738;1;Pemetrexed Menarini 100 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;A. Menarini AG;Synthetika human;A;A;05.02.16;05.02.16;04.02.21
65738;2;Pemetrexed Menarini 500 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;A. Menarini AG;Synthetika human;A;A;05.02.16;05.02.16;04.02.21
65740;1;Tiamdra 2,5 mg, Tabletten;Future Health Pharma GmbH;Synthetika human;B;B;06.02.15;06.02.15;05.02.20
65741;1;Esmolol OrPha LYO 2500 mg, Pulver zur Herstellung einer Infusionslösung;OrPha Swiss GmbH;Synthetika human;B;B;10.02.16;10.02.16;09.02.21
65762;1;Pemetrexed-Teva 100 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;Teva Pharma AG;Synthetika human;A;A;28.01.16;28.01.16;27.01.21
65762;2;Pemetrexed-Teva 500 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;Teva Pharma AG;Synthetika human;A;A;28.01.16;28.01.16;27.01.21
65762;3;Pemetrexed-Teva 1000 mg, Pulver für ein Konzentrat zur Herstellung einer Infusionslösung;Teva Pharma AG;Synthetika human;A;A;28.01.16;28.01.16;27.01.21
65770;1;Voriconazol Pfizer 200 mg, Pulver zur Herstellung einer Infusionslösung;Pfizer AG;Synthetika human;A;A;24.04.15;24.04.15;23.04.20
65771;1;Voriconazol Pfizer 40 mg/ml, Pulver zur Herstellung einer Suspension;Pfizer AG;Synthetika human;A;A;24.04.15;24.04.15;23.04.20
65772;1;Voriconazol Pfizer 50 mg, Filmtabletten;Pfizer AG;Synthetika human;A;A;24.04.15;24.04.15;23.04.20
65772;2;Voriconazol Pfizer 200 mg, Filmtabletten;Pfizer AG;Synthetika human;A;A;24.04.15;24.04.15;23.04.20
65774;1;Abilify Maintena 400 mg, Depot-Injektionssuspension in einer Fertigspritze mit Doppelkammer-System;Lundbeck (Schweiz) AG;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65774;2;Abilify Maintena 300 mg, Depot-Injektionssuspension in einer Fertigspritze mit Doppelkammer-System;Lundbeck (Schweiz) AG;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65775;1;Pemetrexed Sandoz 100 mg, Pulver zur Herstellung einer Infusionslösung;Sandoz Pharmaceuticals AG;Synthetika human;A;A;16.11.15;16.11.15;15.11.20
65775;2;Pemetrexed Sandoz 500 mg, Pulver zur Herstellung einer Infusionslösung;Sandoz Pharmaceuticals AG;Synthetika human;A;A;16.11.15;16.11.15;15.11.20
65775;3;Pemetrexed Sandoz 1 g, Pulver zur Herstellung einer Infusionslösung;Sandoz Pharmaceuticals AG;Synthetika human;A;A;16.11.15;16.11.15;15.11.20
65776;1;Oxuvar 5.7% ad us. vet., Lösung;Andermatt BioVet AG;Tierarzneimittel;D;D;27.01.16;27.01.16;26.01.21
65778;1;Pertector 2.3-57.1 GBq, Radionuklidgenerator;Heider AG;Radiopharmazeutika;A;A;14.01.16;14.01.16;13.01.21
65781;1;Duloxetin Axapharm 30 mg, magensaftresistente Hartkapseln;Axapharm AG;Synthetika human;B;B;02.02.16;02.02.16;01.02.21
65781;2;Duloxetin Axapharm 60 mg, magensaftresistente Hartkapseln;Axapharm AG;Synthetika human;B;B;02.02.16;02.02.16;01.02.21
65782;1;Esbriet 267mg, Hartkapseln;Roche Pharma (Schweiz) AG;Synthetika human;B;B;17.09.15;17.09.15;16.09.20
65784;1;Duloxetin-Mepha 30 mg, magensaftresistente Hartkapseln;Mepha Pharma AG;Synthetika human;B;B;09.12.15;09.12.15;08.12.20
65784;2;Duloxetin-Mepha 60 mg, magensaftresistente Hartkapseln;Mepha Pharma AG;Synthetika human;B;B;09.12.15;09.12.15;08.12.20
65787;1;Ketasin 100 ad us. vet., Injektionslösung;Virbac (Switzerland) AG;Tierarzneimittel;B;B;28.10.15;28.10.15;27.10.20
65795;1;Duloxetin Spirig HC 30 mg, magensaftresistente Hartkapseln;Spirig HealthCare AG;Synthetika human;B;B;16.02.16;16.02.16;15.02.21
65795;2;Duloxetin Spirig HC 60 mg, magensaftresistente Hartkapseln;Spirig HealthCare AG;Synthetika human;B;B;16.02.16;16.02.16;15.02.21
65799;1;Rizatriptan-Mepha oro 5 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;22.05.15;22.05.15;21.05.20
65799;2;Rizatriptan-Mepha oro 10 mg, Schmelztabletten;Mepha Pharma AG;Synthetika human;B;B;22.05.15;22.05.15;21.05.20
65809;1;Buprenorphin-Mepha 35ug/h, Transdermale Pflaster;Mepha Pharma AG;Synthetika human;A;A;19.05.15;19.05.15;18.05.20
65809;2;Buprenorphin-Mepha 52.5 ug/h, Transdermale Pflaster;Mepha Pharma AG;Synthetika human;A;A;19.05.15;19.05.15;18.05.20
65809;3;Buprenorphin-Mepha 70 ug/h, Transdermale Pflaster;Mepha Pharma AG;Synthetika human;A;A;19.05.15;19.05.15;18.05.20
65814;1;Glivec GIST 100 mg, Filmtabletten (teilbar);Novartis Pharma Schweiz AG;Synthetika human;A;A;20.10.15;20.10.15;19.10.20
65814;2;Glivec GIST 400 mg, Filmtabletten (teilbar);Novartis Pharma Schweiz AG;Synthetika human;A;A;20.10.15;20.10.15;19.10.20
65818;1;Amtiris 100 mg, Infusionskonzentrat;Actavis Switzerland AG;Synthetika human;A;A;23.03.16;23.03.16;22.03.21
65818;2;Amtiris 500 mg, Infusionskonzentrat;Actavis Switzerland AG;Synthetika human;A;A;23.03.16;23.03.16;22.03.21
65818;3;Amtiris 1000 mg, Infusionskonzentrat;Actavis Switzerland AG;Synthetika human;A;A;23.03.16;23.03.16;22.03.21
65819;1;NoroPraz ad us. vet., orale Paste für Pferde und Esel;ufamed AG;Tierarzneimittel;A;A;05.01.16;05.01.16;04.01.21
65822;1;Prograf 1mg, Kapseln;APS-Arzneimittel-Parallelimport- Service AG;Synthetika human;A;A;17.12.15;17.12.15;16.12.20
65824;1;Calcium D3 Sandoz 500/1000, Kautabletten;Sandoz Pharmaceuticals AG;Synthetika human;D;D;01.02.16;01.02.16;31.01.21
65826;1;Zamdopa 100mg/25mg, Compressa a rilascio prolungato;Zambon Svizzera SA;Synthetika human;B;B;08.07.15;08.07.15;07.07.20
65826;2;Zamdopa 200mg/50mg, Compressa a rilascio prolungato;Zambon Svizzera SA;Synthetika human;B;B;08.07.15;08.07.15;07.07.20
65828;1;Esomeprazol Spirig HC 20 mg, magensaftresistente Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;14.07.15;14.07.15;13.07.20
65828;2;Esomeprazol Spirig HC 40 mg, magensaftresistente Filmtabletten;Spirig HealthCare AG;Synthetika human;B;B;14.07.15;14.07.15;13.07.20
65829;1;Ketoprosol 10% ad us. vet., Injektionslösung;Virbac (Switzerland) AG;Tierarzneimittel;B;B;26.02.16;26.02.16;25.02.21
65833;1;Orencia 125 mg/1 ml, Injektionslösung zur subkutanen Anwendung (Fertigpen);Bristol-Myers Squibb SA;Biotechnologika;B;B;15.03.16;15.03.16;14.03.21
65834;2;Recivit 133 ug, Sublingualtabletten;Grünenthal Pharma AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65834;3;Recivit 267 ug, Sublingualtabletten;Grünenthal Pharma AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65834;4;Recivit 400 ug, Sublingualtabletten;Grünenthal Pharma AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65834;5;Recivit 533 ug, Sublingualtabletten;Grünenthal Pharma AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65834;6;Recivit 800 ug, Sublingualtabletten;Grünenthal Pharma AG;Synthetika human;A;A;25.02.16;25.02.16;24.02.21
65837;1;Coop Vitality Diphenhydramin, Tabletten;Coop Vitality Health Care GmbH;Synthetika human;C;C;20.05.15;20.05.15;19.05.20
65838;1;Amavita Hamamelis, Salbe;Amavita Health Care AG;Phytotherapeutika;D;D;04.06.15;04.06.15;03.06.20
65840;1;Seroquel XR 50 mg, Retardtabletten;APS-Arzneimittel-Parallelimport- Service AG;Synthetika human;B;B;18.11.15;18.11.15;17.11.20
65840;2;Seroquel XR 300 mg, Retardtabletten;APS-Arzneimittel-Parallelimport- Service AG;Synthetika human;B;B;18.11.15;18.11.15;17.11.20
65840;3;Seroquel XR 400 mg, Retardtabletten;APS-Arzneimittel-Parallelimport- Service AG;Synthetika human;B;B;18.11.15;18.11.15;17.11.20
65841;1;Jarsin Rx, comprimés filmés;Vifor SA;Phytotherapeutika;B;B;21.10.15;21.10.15;20.10.20
65850;1;Pregabalin-Mepha 25 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;2;Pregabalin-Mepha 50 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;3;Pregabalin-Mepha 75 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;4;Pregabalin-Mepha 100 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;5;Pregabalin-Mepha 150 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;6;Pregabalin-Mepha 200 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65850;7;Pregabalin-Mepha 300 mg, Kapseln;Mepha Pharma AG;Synthetika human;B;B;04.09.15;04.09.15;03.09.20
65855;1;Hametum Haemo, Suppositorien;Schwabe Pharma AG;Phytotherapeutika;D;D;20.08.15;20.08.15;19.08.20
65856;1;DIBASE 10'000, orale Tropflösung;Gebro Pharma AG;Synthetika human;D;D;04.02.16;04.02.16;03.02.21
65869;1;Cortiment MMX 9mg, Retardtabletten;Ferring AG;Synthetika human;B;B;31.03.16;31.03.16;30.03.21
65877;1;Loperamid Spirig HC 2 mg, Filmtabletten;Spirig HealthCare AG;Synthetika human;B/C;B/C;02.09.15;02.09.15;01.09.20
65883;1;Mekinist 0.5mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;A;A;22.02.16;22.02.16;21.02.21
65883;2;Mekinist 2mg, Filmtabletten;Novartis Pharma Schweiz AG;Synthetika human;A;A;22.02.16;22.02.16;21.02.21
65887;1;Rasagilin-Mepha 1mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;06.08.15;06.08.15;05.08.20
65891;1;Coop Vitality Desinfizierende Wundsalbe;Coop Vitality Health Care GmbH;Synthetika human;D;D;22.10.15;22.10.15;21.10.20
65895;1;Ramipril-Mepha 1.25 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;02.10.15;02.10.15;01.10.20
65895;2;Ramipril-Mepha 2.5 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;02.10.15;02.10.15;01.10.20
65895;3;Ramipril-Mepha 5 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;02.10.15;02.10.15;01.10.20
65895;4;Ramipril-Mepha 10 mg, Tabletten;Mepha Pharma AG;Synthetika human;B;B;02.10.15;02.10.15;01.10.20
65897;1;Pregabalin Sandoz 25mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;2;Pregabalin Sandoz 50mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;3;Pregabalin Sandoz 75mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;4;Pregabalin Sandoz 100mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;5;Pregabalin Sandoz 150mg , Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;6;Pregabalin Sandoz 200mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65897;7;Pregabalin Sandoz 300mg, Kapseln;Sandoz Pharmaceuticals AG;Synthetika human;B;B;08.09.15;08.09.15;07.09.20
65900;1;Varidoid, Creme;Future Health Pharma GmbH;Synthetika human;D;D;23.02.16;23.02.16;22.02.21
65901;1;DicloZ, Emulsions-Gel;Helvepharm AG;Synthetika human;D;D;24.09.15;24.09.15;23.09.20
65908;1;Metoprolol Spirig HC 25, Retardtabletten;Spirig HealthCare AG;Synthetika human;B;B;10.08.15;10.08.15;09.08.20
65908;2;Metoprolol Spirig HC 50, Retardtabletten;Spirig HealthCare AG;Synthetika human;B;B;10.08.15;10.08.15;09.08.20
65908;3;Metoprolol Spirig HC 100, Retardtabletten;Spirig HealthCare AG;Synthetika human;B;B;10.08.15;10.08.15;09.08.20
65908;4;Metoprolol Spirig HC 200, Retardtabletten;Spirig HealthCare AG;Synthetika human;B;B;10.08.15;10.08.15;09.08.20
65909;1;Exemestan Parsenn 25 mg, Filmtabletten;Parsenn-Produkte AG;Synthetika human;B;B;11.03.16;11.03.16;10.03.21
65928;1;Magnesium-Diasporal 400, Pulver zur Herstellung einer Lösung zum Einnehmen;Doetsch Grether AG;Synthetika human;D;D;23.02.16;23.02.16;22.02.21
65939;1;Bilifuge Mariendistel, Kapseln;Medicoss AG;Phytotherapeutika;D;D;28.09.15;28.09.15;27.09.20
65940;1;Ciproflax 250 mg, Filmtabletten;Drossapharm AG;Synthetika human;A;A;12.08.15;12.08.15;11.08.20
65940;2;Ciproflax 500 mg, Filmtabletten;Drossapharm AG;Synthetika human;A;A;12.08.15;12.08.15;11.08.20
65940;3;Ciproflax 750 mg, Filmtabletten;Drossapharm AG;Synthetika human;A;A;12.08.15;12.08.15;11.08.20
65952;1;Doxycyclin-Mepha 100mg, Tabletten;Mepha Pharma AG;Synthetika human;A;A;03.09.15;03.09.15;02.09.20
65952;2;Doxycyclin-Mepha 200mg, Tabletten;Mepha Pharma AG;Synthetika human;A;A;03.09.15;03.09.15;02.09.20
65957;1;Clopidogrel Axapharm 75mg, Filmtabletten;Axapharm AG;Synthetika human;B;B;11.09.15;11.09.15;10.09.20
65958;1;Metoprolol Axapharm retard 25mg, Retardtabletten;Axapharm AG;Synthetika human;B;B;16.09.15;16.09.15;15.09.20
65958;2;Metoprolol Axapharm retard 50mg, Retardtabletten;Axapharm AG;Synthetika human;B;B;16.09.15;16.09.15;15.09.20
65958;3;Metoprolol Axapharm retard 100mg, Retardtabletten;Axapharm AG;Synthetika human;B;B;16.09.15;16.09.15;15.09.20
65958;4;Metoprolol Axapharm retard 200mg, Retardtabletten;Axapharm AG;Synthetika human;B;B;16.09.15;16.09.15;15.09.20
65960;1;Esomeprazol MUT Sandoz 20mg, magensaftresistente Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;12.02.16;12.02.16;11.02.21
65960;2;Esomeprazol MUT Sandoz 40mg, magensaftresistente Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;12.02.16;12.02.16;11.02.21
65962;1;Brinzolamid-Mepha 10mg/ml, Augentropfensuspension;Mepha Pharma AG;Synthetika human;B;B;19.11.15;19.11.15;18.11.20
65972;1;Amavita Wallwurz-Gel, Gel;Amavita Health Care AG;Phytotherapeutika;D;D;15.10.15;15.10.15;14.10.20
65973;1;Coop Vitality Wallwurz-Gel, Gel;Coop Vitality Health Care GmbH;Phytotherapeutika;D;D;15.10.15;15.10.15;14.10.20
65979;1;Omeprax-Drossapharm 10mg, magensaftresistente Kapseln;Drossapharm AG;Synthetika human;B;B;04.11.15;04.11.15;03.11.20
65979;2;Omeprax-Drossapharm 20mg, magensaftresistente Kapseln;Drossapharm AG;Synthetika human;B;B;04.11.15;04.11.15;03.11.20
65979;3;Omeprax-Drossapharm 40mg, magensaftresistente Kapseln;Drossapharm AG;Synthetika human;B;B;04.11.15;04.11.15;03.11.20
65980;1;Hänseler Menopause, Filmtabletten;Hänseler AG;Phytotherapeutika;C;C;13.10.15;13.10.15;12.10.20
65987;1;Olmesartan-Mepha 10 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65987;2;Olmesartan-Mepha 20 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65987;3;Olmesartan-Mepha 40 mg, Lactab;Mepha Pharma AG;Synthetika human;B;B;15.03.16;15.03.16;14.03.21
65998;1;Flector Plus Tissugel, plaster;IBSA Institut Biochimique SA;Synthetika human;D;D;23.03.16;23.03.16;22.03.21
66000;1;Pregabalin-Mepha 20 mg/mL, Lösung zum Einnehmen;Mepha Pharma AG;Synthetika human;B;B;30.12.15;30.12.15;29.12.20
66009;1;Omeprazol Stada 10 mg, Kapseln;Spirig HealthCare AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
66009;2;Omeprazol Stada 20 mg, Kapseln;Spirig HealthCare AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
66009;3;Omeprazol Stada 40 mg, Kapseln;Spirig HealthCare AG;Synthetika human;B;B;16.12.15;16.12.15;15.12.20
66015;1;Amlodipin Valsartan Sandoz 5mg/80mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66015;2;Amlodipin Valsartan Sandoz 5mg/160mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66015;3;Amlodipin Valsartan Sandoz 10mg/160mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66015;4;Amlodipin Valsartan Sandoz 5mg/320mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66015;5;Amlodipin Valsartan Sandoz 10mg/320mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66016;1;Amlodipin Valsartan HCT Sandoz 5 mg/160 mg/12.5 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66016;2;Amlodipin Valsartan HCT Sandoz 10 mg/160 mg/12.5 mg , Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66016;3;Amlodipin Valsartan HCT Sandoz 5 mg/160 mg/25 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66016;4;Amlodipin Valsartan HCT Sandoz 10 mg/160 mg/25 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66016;5;Amlodipin Valsartan HCT Sandoz 10 mg/320 mg/25 mg, Filmtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;15.10.15;15.10.15;14.10.20
66051;1;Trazodone Vifor 50mg, comprimés;Vifor SA;Synthetika human;B;B;29.12.15;29.12.15;28.12.20
66051;2;Trazodone Vifor 100mg, comprimés;Vifor SA;Synthetika human;B;B;29.12.15;29.12.15;28.12.20
66052;1;Trazodone retard Vifor 150mg, comprimés;Vifor SA;Synthetika human;B;B;29.12.15;29.12.15;28.12.20
66055;1;Quetiapin XR Sandoz 50mg, Retardtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;18.03.16;18.03.16;17.03.21
66055;2;Quetiapin XR Sandoz 150mg, Retardtabletten;Sandoz Pharmaceuticals AG;Synthetika human;B;B;18.03.16;18.03.16;17.03.21
